ID,loan_type,loan_purpose,business_or_commercial,rate_of_interest
28457,type1,p3,nob/c,4.625
28458,type1,p1,nob/c,0
28459,type1,p3,nob/c,0
28460,type1,p3,nob/c,0
28461,type1,p4,nob/c,3.5
28462,type3,p4,nob/c,3.49
28463,type2,p1,b/c,3.49
28464,type1,p3,nob/c,4.125
28465,type1,p3,nob/c,0
28466,type1,p3,nob/c,4.75
28467,type1,p3,nob/c,4.5
28468,type3,p3,nob/c,0
28469,type1,p4,nob/c,4
28470,type1,p4,nob/c,3.25
28471,type2,p1,b/c,3.375
28472,type1,p1,nob/c,4
28473,type2,p3,b/c,3.99
28474,type1,p4,nob/c,3.625
28475,type1,p3,nob/c,4.75
28476,type3,p3,nob/c,0
28477,type1,p4,nob/c,0
28478,type2,p1,b/c,3.375
28479,type1,p1,nob/c,0
28480,type1,p3,nob/c,3.5
28481,type1,p4,nob/c,0
28482,type1,p3,nob/c,0
28483,type1,p4,nob/c,3.875
28484,type1,p3,nob/c,5.25
28485,type1,p4,nob/c,2.99
28486,type2,p4,b/c,0
28487,type1,p3,nob/c,4.625
28488,type1,p1,nob/c,3.625
28489,type1,p1,nob/c,3.5
28490,type1,p4,nob/c,4
28491,type2,p3,b/c,0
28492,type1,p1,nob/c,3.875
28493,type1,p1,nob/c,4.56
28494,type1,p4,nob/c,0
28495,type1,p3,nob/c,3.99
28496,type1,p4,nob/c,3.69
28497,type1,p3,nob/c,3.5
28498,type1,p4,nob/c,4.375
28499,type1,p1,nob/c,4.75
28500,type1,p3,nob/c,3.99
28501,type1,p3,nob/c,6.24
28502,type1,p1,nob/c,4.125
28503,type1,p4,nob/c,3.5
28504,type1,p3,nob/c,4.99
28505,type1,p1,nob/c,3.875
28506,type1,p4,nob/c,0
28507,type2,p4,b/c,4.125
28508,type1,p3,nob/c,5.5
28509,type1,p4,nob/c,0
28510,type1,p1,nob/c,4.625
28511,type1,p1,nob/c,3.99
28512,type1,p3,nob/c,3.75
28513,type1,p4,nob/c,3.625
28514,type1,p4,nob/c,0
28515,type1,p4,nob/c,3.375
28516,type2,p1,b/c,3.99
28517,type3,p3,nob/c,4.99
28518,type1,p4,nob/c,0
28519,type1,p3,nob/c,0
28520,type1,p3,nob/c,3.375
28521,type1,p3,nob/c,0
28522,type2,p1,b/c,3.99
28523,type1,p1,nob/c,3.99
28524,type1,p1,nob/c,3.625
28525,type2,p1,b/c,4.125
28526,type1,p1,nob/c,0
28527,type1,p3,nob/c,4.99
28528,type2,p3,b/c,0
28529,type1,p4,nob/c,0
28530,type3,p3,nob/c,3.75
28531,type3,p1,nob/c,3.125
28532,type1,p1,nob/c,0
28533,type1,p3,nob/c,4.625
28534,type1,p4,nob/c,3.875
28535,type3,p4,nob/c,3.49
28536,type3,p3,nob/c,3.625
28537,type1,p2,nob/c,4.625
28538,type1,p3,nob/c,4.125
28539,type1,p2,nob/c,4.99
28540,type3,p1,nob/c,4.375
28541,type1,p3,nob/c,0
28542,type3,p3,nob/c,0
28543,type1,p3,nob/c,4.99
28544,type3,p4,nob/c,4.625
28545,type1,p1,nob/c,3.75
28546,type1,p3,nob/c,4.625
28547,type1,p3,nob/c,3.99
28548,type1,p3,nob/c,3.875
28549,type1,p1,nob/c,4.25
28550,type2,p3,b/c,3.25
28551,type1,p3,nob/c,4.75
28552,type1,p4,nob/c,0
28553,type1,p4,nob/c,3.99
28554,type1,p3,nob/c,4.56
28555,type1,p4,nob/c,3.75
28556,type1,p3,nob/c,4.875
28557,type1,p1,nob/c,0
28558,type3,p3,nob/c,3.375
28559,type1,p4,nob/c,2.875
28560,type1,p3,nob/c,4.25
28561,type1,p3,nob/c,4.5
28562,type1,p1,nob/c,2.925
28563,type1,p4,nob/c,3.375
28564,type2,p3,b/c,4.25
28565,type1,p3,nob/c,3.25
28566,type1,p3,nob/c,4.875
28567,type1,p3,nob/c,3.875
28568,type1,p3,nob/c,3.625
28569,type1,p4,nob/c,3.5
28570,type3,p1,nob/c,0
28571,type1,p4,nob/c,0
28572,type1,p3,nob/c,0
28573,type1,p1,nob/c,3.99
28574,type1,p3,nob/c,3.75
28575,type1,p3,nob/c,3.375
28576,type3,p4,nob/c,3.25
28577,type3,p4,nob/c,2.99
28578,type3,p1,nob/c,3.375
28579,type1,p3,nob/c,4.99
28580,type1,p4,nob/c,3.75
28581,type1,p1,nob/c,0
28582,type1,p4,nob/c,3.625
28583,type1,p4,nob/c,3.625
28584,type1,p3,nob/c,4.125
28585,type1,p3,nob/c,4.56
28586,type1,p4,nob/c,3.99
28587,type1,p3,nob/c,3.99
28588,type1,p3,nob/c,0
28589,type1,p3,nob/c,3.125
28590,type1,p3,nob/c,3.875
28591,type1,p4,nob/c,3.99
28592,type1,p4,nob/c,4.125
28593,type2,p3,b/c,3.75
28594,type1,p3,nob/c,5.125
28595,type1,p3,nob/c,5.5
28596,type1,p3,nob/c,0
28597,type1,p3,nob/c,3.875
28598,type2,p3,b/c,0
28599,type2,p3,b/c,3.875
28600,type3,p3,nob/c,0
28601,type1,p3,nob/c,3.99
28602,type1,p1,nob/c,4.25
28603,type1,p4,nob/c,3.375
28604,type1,p4,nob/c,4.125
28605,type1,p3,nob/c,4.5
28606,type1,p1,nob/c,3.375
28607,type3,p1,nob/c,0
28608,type1,p4,nob/c,0
28609,type1,p3,nob/c,4.75
28610,type1,p3,nob/c,0
28611,type3,p1,nob/c,3.125
28612,type1,p1,nob/c,4.375
28613,type1,p3,nob/c,4.5
28614,type1,p4,nob/c,3.99
28615,type1,p3,nob/c,0
28616,type1,p3,nob/c,4.25
28617,type1,p1,nob/c,4.875
28618,type1,p3,nob/c,0
28619,type1,p3,nob/c,0
28620,type3,p3,nob/c,3.25
28621,type1,p4,nob/c,4.5
28622,type1,p3,nob/c,4.25
28623,type1,p3,nob/c,4.25
28624,type1,p2,nob/c,4.99
28625,type2,p3,b/c,0
28626,type3,p4,nob/c,2.99
28627,type2,p4,b/c,0
28628,type1,p4,nob/c,3.625
28629,type1,p3,nob/c,3.5
28630,type3,p4,nob/c,2.99
28631,type1,p3,nob/c,0
28632,type1,p3,nob/c,4.125
28633,type3,p1,nob/c,4.625
28634,type3,p3,nob/c,0
28635,type1,p3,nob/c,3.375
28636,type1,p4,nob/c,3.75
28637,type1,p1,nob/c,0
28638,type1,p4,nob/c,0
28639,type1,p4,nob/c,4.18
28640,type2,p3,b/c,0
28641,type3,p3,nob/c,3.75
28642,type1,p4,nob/c,0
28643,type1,p3,nob/c,0
28644,type1,p3,nob/c,3.99
28645,type1,p1,nob/c,4.25
28646,type1,p4,nob/c,0
28647,type1,p1,nob/c,3.25
28648,type1,p1,nob/c,0
28649,type1,p1,nob/c,3.5
28650,type1,p1,nob/c,3.25
28651,type3,p3,nob/c,0
28652,type1,p1,nob/c,3.99
28653,type1,p3,nob/c,3.875
28654,type1,p4,nob/c,3.5
28655,type1,,nob/c,0
28656,type1,p1,nob/c,0
28657,type3,p3,nob/c,3.25
28658,type1,p3,nob/c,0
28659,type1,p3,nob/c,4.25
28660,type1,p4,nob/c,4.625
28661,type1,p4,nob/c,3.25
28662,type1,p4,nob/c,3.75
28663,type1,p3,nob/c,3.375
28664,type3,p4,nob/c,2.875
28665,type1,p4,nob/c,3.875
28666,type1,p4,nob/c,4.375
28667,type1,p4,nob/c,3.99
28668,type1,p4,nob/c,3.375
28669,type1,p4,nob/c,3.875
28670,type1,p4,nob/c,3.99
28671,type1,p4,nob/c,3.625
28672,type1,p4,nob/c,4.125
28673,type1,p3,nob/c,4.375
28674,type1,p1,nob/c,3.5
28675,type3,p1,nob/c,0
28676,type1,p4,nob/c,3.875
28677,type1,p4,nob/c,3.99
28678,type1,p1,nob/c,0
28679,type1,p3,nob/c,3.75
28680,type2,p3,b/c,0
28681,type1,p4,nob/c,3.625
28682,type1,p3,nob/c,3.99
28683,type2,p4,b/c,3.625
28684,type3,p4,nob/c,3.125
28685,type1,p3,nob/c,5.75
28686,type1,p1,nob/c,3.5
28687,type1,p4,nob/c,3.875
28688,type1,p4,nob/c,3.875
28689,type1,p4,nob/c,3.75
28690,type1,p3,nob/c,3.99
28691,type1,p3,nob/c,4.5
28692,type1,p4,nob/c,3.5
28693,type1,p1,nob/c,4.99
28694,type1,p1,nob/c,4.25
28695,type1,p4,nob/c,3.875
28696,type1,p1,nob/c,3.375
28697,type1,p4,nob/c,0
28698,type1,p4,nob/c,0
28699,type1,p4,nob/c,3.875
28700,type2,p1,b/c,4.625
28701,type1,p3,nob/c,0
28702,type1,p1,nob/c,4.875
28703,type2,p3,b/c,0
28704,type1,p1,nob/c,4.99
28705,type1,p1,nob/c,2.99
28706,type1,p4,nob/c,4.125
28707,type1,p4,nob/c,4.125
28708,type2,p2,b/c,0
28709,type1,p3,nob/c,3.625
28710,type1,p4,nob/c,3.56
28711,type1,p4,nob/c,4.125
28712,type1,p4,nob/c,3.99
28713,type3,p1,nob/c,3.125
28714,type1,p1,nob/c,4.25
28715,type1,p4,nob/c,4.75
28716,type1,p4,nob/c,3.75
28717,type1,p1,nob/c,3.99
28718,type1,p4,nob/c,3.75
28719,type1,p3,nob/c,0
28720,type2,p2,b/c,3.99
28721,type1,p4,nob/c,0
28722,type1,p1,nob/c,4
28723,type3,p4,nob/c,0
28724,type1,p3,nob/c,4.5
28725,type1,p4,nob/c,3.99
28726,type1,p3,nob/c,3.625
28727,type1,p4,nob/c,0
28728,type1,p1,nob/c,4
28729,type1,p4,nob/c,4.56
28730,type1,p1,nob/c,0
28731,type1,p4,nob/c,0
28732,type1,p4,nob/c,3.75
28733,type2,p3,b/c,3.99
28734,type1,p1,nob/c,3.875
28735,type1,p1,nob/c,3.99
28736,type1,p1,nob/c,4.5
28737,type1,p4,nob/c,3.5
28738,type1,p1,nob/c,4.25
28739,type1,p4,nob/c,3.625
28740,type1,p4,nob/c,3.625
28741,type2,p1,b/c,4.5
28742,type1,p3,nob/c,5.375
28743,type1,p1,nob/c,3.99
28744,type2,p1,b/c,3.99
28745,type1,p1,nob/c,4.75
28746,type1,p4,nob/c,5.25
28747,type1,p3,nob/c,0
28748,type1,p3,nob/c,0
28749,type1,p4,nob/c,0
28750,type3,p3,nob/c,4.5
28751,type1,p1,nob/c,4
28752,type1,p3,nob/c,3.875
28753,type1,p3,nob/c,0
28754,type1,p3,nob/c,4.56
28755,type3,p4,nob/c,2.99
28756,type1,p1,nob/c,0
28757,type1,p1,nob/c,4.25
28758,type3,p4,nob/c,3.75
28759,type1,p4,nob/c,4
28760,type1,p3,nob/c,0
28761,type2,p3,b/c,4.99
28762,type1,p1,nob/c,3.75
28763,type1,p4,nob/c,3.5
28764,type3,p4,nob/c,2.99
28765,type1,p4,nob/c,3.99
28766,type1,p3,nob/c,0
28767,type1,p3,nob/c,3.99
28768,type1,p1,nob/c,3.5
28769,type3,p3,nob/c,0
28770,type2,p3,b/c,3.625
28771,type1,p3,nob/c,4.75
28772,type2,p1,b/c,0
28773,type1,p1,nob/c,4.75
28774,type1,p1,nob/c,4.625
28775,type1,p4,nob/c,4.125
28776,type3,p4,nob/c,0
28777,type2,p2,b/c,3.625
28778,type1,p4,nob/c,3.99
28779,type2,p1,b/c,5.5
28780,type1,p3,nob/c,4.125
28781,type1,p1,nob/c,4.56
28782,type1,p3,nob/c,3.875
28783,type1,p4,nob/c,3.75
28784,type1,p4,nob/c,0
28785,type1,p4,nob/c,3.75
28786,type1,p3,nob/c,4.56
28787,type3,p1,nob/c,4.625
28788,type1,p1,nob/c,4.25
28789,type1,p4,nob/c,0
28790,type1,p4,nob/c,3.25
28791,type1,p4,nob/c,3.875
28792,type1,p4,nob/c,3.5
28793,type1,p4,nob/c,4.375
28794,type1,p4,nob/c,3.99
28795,type2,p4,b/c,3.125
28796,type3,p3,nob/c,0
28797,type1,p3,nob/c,4.375
28798,type2,p4,b/c,3.99
28799,type1,p1,nob/c,3.99
28800,type2,p3,b/c,4.125
28801,type2,p1,b/c,4.375
28802,type1,p3,nob/c,4.99
28803,type1,p1,nob/c,3.99
28804,type1,p4,nob/c,0
28805,type1,p4,nob/c,3.5
28806,type1,p3,nob/c,4.125
28807,type1,p1,nob/c,0
28808,type1,p3,nob/c,3.625
28809,type3,p4,nob/c,3.375
28810,type1,p4,nob/c,3.99
28811,type1,p4,nob/c,3.375
28812,type1,p1,nob/c,0
28813,type1,p4,nob/c,3.375
28814,type1,p3,nob/c,4.99
28815,type2,p4,b/c,3.5
28816,type1,p1,nob/c,0
28817,type3,p1,nob/c,0
28818,type1,p4,nob/c,4.625
28819,type1,p3,nob/c,4.75
28820,type1,p3,nob/c,3.99
28821,type1,p3,nob/c,4
28822,type1,p4,nob/c,3.25
28823,type1,p3,nob/c,2.75
28824,type3,p1,nob/c,4.5
28825,type1,p4,nob/c,3.875
28826,type1,p1,nob/c,4.75
28827,type1,p1,nob/c,0
28828,type1,p1,nob/c,3.725
28829,type1,p3,nob/c,0
28830,type1,p3,nob/c,4.5
28831,type1,p3,nob/c,4.125
28832,type1,p1,nob/c,5.25
28833,type2,p3,b/c,4.875
28834,type3,p3,nob/c,3.25
28835,type2,p1,b/c,5.375
28836,type1,p3,nob/c,0
28837,type2,p3,b/c,0
28838,type1,p4,nob/c,0
28839,type1,p4,nob/c,4.56
28840,type3,p4,nob/c,3.125
28841,type1,p1,nob/c,0
28842,type3,p3,nob/c,3.25
28843,type1,p1,nob/c,0
28844,type2,p3,b/c,3.5
28845,type1,p1,nob/c,4.375
28846,type1,p3,nob/c,5.5
28847,type1,p3,nob/c,3.375
28848,type1,p3,nob/c,3.99
28849,type3,p4,nob/c,3.625
28850,type1,p1,nob/c,0
28851,type1,p1,nob/c,0
28852,type2,p1,b/c,0
28853,type1,p3,nob/c,4.375
28854,type1,p3,nob/c,0
28855,type1,p4,nob/c,4.75
28856,type1,p4,nob/c,3.625
28857,type1,p3,nob/c,3.625
28858,type2,p1,b/c,4
28859,type1,p1,nob/c,4.5
28860,type1,p4,nob/c,0
28861,type1,p4,nob/c,4.5
28862,type1,p4,nob/c,0
28863,type2,p1,b/c,3.875
28864,type1,p4,nob/c,3.375
28865,type2,p3,b/c,0
28866,type1,p3,nob/c,3.99
28867,type1,p4,nob/c,3.99
28868,type2,p4,b/c,4.25
28869,type1,p1,nob/c,0
28870,type1,p4,nob/c,3.875
28871,type1,p1,nob/c,4.875
28872,type1,p2,nob/c,4.875
28873,type2,p3,b/c,4.375
28874,type3,p3,nob/c,3.875
28875,type1,p3,nob/c,3.99
28876,type2,p4,b/c,4.125
28877,type1,p2,nob/c,5.125
28878,type1,p4,nob/c,4.25
28879,type1,p3,nob/c,3.125
28880,type3,p4,nob/c,3.5
28881,type1,p4,nob/c,3.99
28882,type1,p3,nob/c,3.875
28883,type2,p3,b/c,3.75
28884,type1,p1,nob/c,3.75
28885,type3,p4,nob/c,3.125
28886,type2,p3,b/c,0
28887,type1,p3,nob/c,3.625
28888,type2,p3,b/c,0
28889,type1,p4,nob/c,3.75
28890,type1,p3,nob/c,3.75
28891,type1,p3,nob/c,4.75
28892,type2,p3,b/c,4.25
28893,type1,p1,nob/c,4.625
28894,type1,p4,nob/c,4.375
28895,type1,p1,nob/c,4.99
28896,type1,p3,nob/c,3.75
28897,type2,p4,b/c,0
28898,type2,p1,b/c,4.25
28899,type1,p1,nob/c,3.125
28900,type1,p3,nob/c,3.75
28901,type1,p3,nob/c,3.5
28902,type1,p4,nob/c,0
28903,type3,p4,nob/c,2.99
28904,type1,p4,nob/c,3.99
28905,type1,p1,nob/c,3.99
28906,type1,p1,nob/c,3.625
28907,type1,p4,nob/c,3.875
28908,type2,p4,b/c,0
28909,type1,p4,nob/c,4.25
28910,type3,p4,nob/c,0
28911,type1,p3,nob/c,3.99
28912,type1,p4,nob/c,4.375
28913,type1,p3,nob/c,3.75
28914,type1,p2,nob/c,4.5
28915,type1,p1,nob/c,4.375
28916,type1,p4,nob/c,3.625
28917,type1,p3,nob/c,3.375
28918,type1,p2,nob/c,5.19
28919,type2,p1,b/c,4.375
28920,type1,p3,nob/c,4.625
28921,type1,p4,nob/c,3.99
28922,type2,p3,b/c,0
28923,type1,p3,nob/c,4.625
28924,type3,p4,nob/c,3.75
28925,type1,p3,nob/c,4.25
28926,type1,p1,nob/c,0
28927,type3,p3,nob/c,3.375
28928,type1,p4,nob/c,3.625
28929,type1,p4,nob/c,3.625
28930,type1,p4,nob/c,2.99
28931,type1,p2,nob/c,4.75
28932,type1,p1,nob/c,4.625
28933,type1,p1,nob/c,4.25
28934,type3,p3,nob/c,4.875
28935,type2,p4,b/c,0
28936,type2,p1,b/c,3.625
28937,type1,p3,nob/c,3.99
28938,type1,p4,nob/c,4.375
28939,type1,p4,nob/c,3.125
28940,type1,p1,nob/c,4.125
28941,type1,p4,nob/c,4.125
28942,type2,p4,b/c,3.375
28943,type1,p1,nob/c,4.25
28944,type1,p4,nob/c,0
28945,type2,p3,b/c,3.875
28946,type1,p3,nob/c,3.99
28947,type1,p3,nob/c,3.99
28948,type2,p4,b/c,3.75
28949,type1,p1,nob/c,0
28950,type1,p3,nob/c,5.125
28951,type1,p4,nob/c,3.75
28952,type1,p4,nob/c,3.75
28953,type1,p4,nob/c,0
28954,type1,p4,nob/c,3.875
28955,type1,p2,nob/c,0
28956,type2,p3,b/c,0
28957,type1,p4,nob/c,4.125
28958,type1,p4,nob/c,3.99
28959,type1,p1,nob/c,3.5
28960,type1,p3,nob/c,3.99
28961,type1,p4,nob/c,0
28962,type1,p1,nob/c,3.75
28963,type1,p1,nob/c,3.75
28964,type1,p1,nob/c,4
28965,type1,p3,nob/c,0
28966,type3,p4,nob/c,2.99
28967,type1,p2,nob/c,5.375
28968,type1,p4,nob/c,3.5
28969,type2,p3,b/c,3.99
28970,type2,p4,b/c,0
28971,type1,p1,nob/c,3.875
28972,type3,p4,nob/c,2.99
28973,type3,p4,nob/c,3.625
28974,type2,p1,b/c,0
28975,type1,p3,nob/c,0
28976,type3,p4,nob/c,0
28977,type1,p3,nob/c,0
28978,type1,p3,nob/c,0
28979,type1,p2,nob/c,0
28980,type3,p3,nob/c,0
28981,type2,p4,b/c,3.49
28982,type3,p4,nob/c,2.875
28983,type1,p3,nob/c,0
28984,type1,p3,nob/c,5.125
28985,type1,p1,nob/c,3.99
28986,type1,p1,nob/c,3.75
28987,type1,p3,nob/c,4.99
28988,type1,p3,nob/c,4.25
28989,type1,p4,nob/c,3.625
28990,type1,p4,nob/c,3.625
28991,type1,p4,nob/c,3.875
28992,type1,p3,nob/c,4.875
28993,type1,p4,nob/c,3.875
28994,type1,p3,nob/c,4.75
28995,type1,p4,nob/c,3.5
28996,type1,p1,nob/c,3.99
28997,type3,p1,nob/c,4.125
28998,type2,p4,b/c,4.125
28999,type1,p4,nob/c,0
29000,type1,p4,nob/c,4.375
29001,type1,p3,nob/c,4.5
29002,type2,p1,b/c,4.5
29003,type1,p1,nob/c,4.125
29004,type1,p3,nob/c,3.99
29005,type1,p4,nob/c,3.99
29006,type1,p4,nob/c,3.625
29007,type2,p3,b/c,3.5
29008,type1,p1,nob/c,3.625
29009,type2,p1,b/c,4.5
29010,type3,p1,nob/c,0
29011,type1,p3,nob/c,4.125
29012,type1,p3,nob/c,4.25
29013,type1,p4,nob/c,4.375
29014,type1,p1,nob/c,3.99
29015,type1,p4,nob/c,3.125
29016,type1,p3,nob/c,5.875
29017,type1,p3,nob/c,0
29018,type1,p1,nob/c,4.875
29019,type2,p3,b/c,0
29020,type1,p1,nob/c,3.875
29021,type1,p1,nob/c,4.5
29022,type1,p3,nob/c,4.75
29023,type1,p1,nob/c,3.5
29024,type1,p3,nob/c,3.375
29025,type1,p4,nob/c,3.5
29026,type1,p3,nob/c,4.75
29027,type1,p4,nob/c,0
29028,type1,p1,nob/c,4.5
29029,type2,p4,b/c,0
29030,type1,p4,nob/c,0
29031,type1,p1,nob/c,4.125
29032,type1,p3,nob/c,0
29033,type1,p4,nob/c,0
29034,type1,p3,nob/c,0
29035,type2,p3,b/c,3.99
29036,type1,p3,nob/c,4.875
29037,type3,p1,nob/c,4.125
29038,type1,p3,nob/c,0
29039,type3,p3,nob/c,4.375
29040,type1,p4,nob/c,3.625
29041,type1,p4,nob/c,3.625
29042,type1,p1,nob/c,4.875
29043,type1,p4,nob/c,3.875
29044,type1,p3,nob/c,3.99
29045,type1,p1,nob/c,4.99
29046,type1,p4,nob/c,3.99
29047,type1,p3,nob/c,0
29048,type1,p4,nob/c,2.975
29049,type1,p1,nob/c,3.625
29050,type1,p4,nob/c,4
29051,type1,p3,nob/c,3.99
29052,type1,p3,nob/c,4.375
29053,type3,p4,nob/c,2.99
29054,type1,p3,nob/c,3.99
29055,type2,p3,b/c,3.5
29056,type1,p3,nob/c,3.5
29057,type1,p3,nob/c,0
29058,type3,p1,nob/c,4.375
29059,type2,p1,b/c,4.125
29060,type1,p1,nob/c,4.25
29061,type1,p3,nob/c,4.75
29062,type1,p1,nob/c,4.56
29063,type1,p4,nob/c,3.875
29064,type1,p1,nob/c,3.625
29065,type1,p1,nob/c,0
29066,type1,p1,nob/c,4.625
29067,type3,p3,nob/c,0
29068,type1,p4,nob/c,4.25
29069,type1,p4,nob/c,0
29070,type1,p1,nob/c,3.75
29071,type1,p1,nob/c,4.125
29072,type2,p3,b/c,4.99
29073,type1,p3,nob/c,0
29074,type1,p3,nob/c,4.75
29075,type2,p3,b/c,4.125
29076,type3,p4,nob/c,3.25
29077,type2,p3,b/c,0
29078,type1,p4,nob/c,4.125
29079,type1,p3,nob/c,4.25
29080,type1,p4,nob/c,3.99
29081,type1,p4,nob/c,3.875
29082,type2,p3,b/c,3.49
29083,type1,p1,nob/c,4.5
29084,type1,p1,nob/c,3.5
29085,type1,p4,nob/c,0
29086,type1,p3,nob/c,4.5
29087,type1,p3,nob/c,4.56
29088,type1,p1,nob/c,3.5
29089,type2,p1,b/c,0
29090,type2,p3,b/c,3.625
29091,type1,p3,nob/c,4.5
29092,type1,p1,nob/c,4.56
29093,type1,p2,nob/c,3.7
29094,type1,p3,nob/c,0
29095,type1,p4,nob/c,3.5
29096,type1,p2,nob/c,4.375
29097,type3,p4,nob/c,2.99
29098,type1,p2,nob/c,5.5
29099,type1,p1,nob/c,0
29100,type3,p1,nob/c,4.75
29101,type1,p3,nob/c,4.56
29102,type1,p4,nob/c,3.5
29103,type1,p4,nob/c,3.25
29104,type1,p3,nob/c,3.625
29105,type1,p3,nob/c,0
29106,type2,p3,b/c,0
29107,type2,p3,b/c,5.125
29108,type1,p3,nob/c,4.25
29109,type1,p3,nob/c,4.125
29110,type1,p3,nob/c,3.625
29111,type3,p3,nob/c,0
29112,type1,p3,nob/c,3.875
29113,type1,p3,nob/c,0
29114,type1,p3,nob/c,0
29115,type1,p4,nob/c,0
29116,type1,p1,nob/c,4.25
29117,type1,p1,nob/c,4
29118,type1,p3,nob/c,3.625
29119,type2,p4,b/c,0
29120,type1,p4,nob/c,3.625
29121,type2,p3,b/c,4.25
29122,type1,p3,nob/c,5.125
29123,type1,p3,nob/c,5.125
29124,type2,p3,b/c,3.99
29125,type1,p4,nob/c,3.99
29126,type1,p3,nob/c,4.99
29127,type1,p3,nob/c,4.5
29128,type1,p2,nob/c,5.375
29129,type1,p3,nob/c,0
29130,type3,p3,nob/c,4.5
29131,type1,p1,nob/c,0
29132,type1,p3,nob/c,5.5
29133,type2,p3,b/c,0
29134,type2,p1,b/c,3.99
29135,type1,p1,nob/c,3.99
29136,type3,p3,nob/c,4.75
29137,type1,p4,nob/c,3.25
29138,type1,p4,nob/c,0
29139,type1,p3,nob/c,4
29140,type1,p4,nob/c,3.99
29141,type1,p4,nob/c,3.99
29142,type1,p3,nob/c,4.875
29143,type1,p3,nob/c,0
29144,type1,p4,nob/c,4.5
29145,type1,p3,nob/c,5.75
29146,type2,p1,b/c,3.99
29147,type1,p1,nob/c,4.25
29148,type1,p1,nob/c,3.725
29149,type1,p4,nob/c,3.625
29150,type1,p4,nob/c,3.625
29151,type1,p1,nob/c,4.375
29152,type1,p4,nob/c,3.125
29153,type1,p1,nob/c,3.25
29154,type1,p1,nob/c,0
29155,type1,p3,nob/c,4.5
29156,type1,p1,nob/c,3.875
29157,type1,p4,nob/c,3.625
29158,type1,p3,nob/c,3.99
29159,type2,p3,b/c,3.625
29160,type3,p4,nob/c,3.25
29161,type1,p1,nob/c,0
29162,type3,p1,nob/c,4.25
29163,type1,p1,nob/c,3.75
29164,type1,p3,nob/c,4.375
29165,type1,p4,nob/c,4.125
29166,type2,p1,b/c,0
29167,type1,p4,nob/c,3.99
29168,type1,p4,nob/c,3.625
29169,type1,p1,nob/c,0
29170,type1,p3,nob/c,0
29171,type3,p3,nob/c,0
29172,type1,p4,nob/c,3.5
29173,type1,p4,nob/c,4.25
29174,type3,p4,nob/c,0
29175,type3,p1,nob/c,4.25
29176,type1,p1,nob/c,3.75
29177,type1,p3,nob/c,5.75
29178,type1,p1,nob/c,4.99
29179,type1,p4,nob/c,0
29180,type1,p4,nob/c,0
29181,type2,p3,b/c,3.75
29182,type1,p3,nob/c,3.625
29183,type1,p4,nob/c,0
29184,type1,p1,nob/c,4.375
29185,type1,p1,nob/c,4.25
29186,type2,p1,b/c,5.5
29187,type1,p3,nob/c,0
29188,type2,p1,b/c,0
29189,type3,p3,nob/c,2.75
29190,type1,p4,nob/c,4.375
29191,type1,p3,nob/c,3.75
29192,type1,p3,nob/c,3.99
29193,type1,p1,nob/c,4.375
29194,type1,p1,nob/c,3.375
29195,type3,p1,nob/c,3.875
29196,type3,p4,nob/c,0
29197,type3,p4,nob/c,2.75
29198,type1,p4,nob/c,0
29199,type1,p3,nob/c,4.625
29200,type1,p1,nob/c,4.375
29201,type1,p3,nob/c,4.625
29202,type1,p4,nob/c,3.375
29203,type1,p4,nob/c,4.125
29204,type1,p1,nob/c,4.625
29205,type1,p3,nob/c,3
29206,type1,p4,nob/c,0
29207,type3,p4,nob/c,2.99
29208,type2,p4,b/c,0
29209,type2,p3,b/c,3.875
29210,type1,p4,nob/c,3.625
29211,type1,p1,nob/c,0
29212,type2,p4,b/c,3.99
29213,type1,p3,nob/c,4.5
29214,type1,p4,nob/c,3.875
29215,type1,p4,nob/c,3.5
29216,type1,p4,nob/c,3.625
29217,type2,p3,b/c,4.125
29218,type1,p3,nob/c,4.56
29219,type1,p3,nob/c,3.75
29220,type3,p4,nob/c,3.5
29221,type1,p4,nob/c,4.625
29222,type2,p3,b/c,3.625
29223,type1,p3,nob/c,0
29224,type1,p1,nob/c,3.75
29225,type1,p1,nob/c,0
29226,type2,p3,b/c,3.5
29227,type3,p3,nob/c,0
29228,type1,p3,nob/c,4.25
29229,type1,p4,nob/c,3.99
29230,type1,p4,nob/c,3.875
29231,type1,p4,nob/c,3.625
29232,type1,p4,nob/c,0
29233,type2,p2,b/c,0
29234,type1,p1,nob/c,3.75
29235,type2,p4,b/c,0
29236,type1,p4,nob/c,0
29237,type1,p4,nob/c,4.5
29238,type1,p4,nob/c,4.75
29239,type1,p3,nob/c,4.25
29240,type2,p3,b/c,3.625
29241,type1,p2,nob/c,0
29242,type1,p4,nob/c,0
29243,type1,p3,nob/c,0
29244,type2,p1,b/c,4.75
29245,type1,p3,nob/c,3.99
29246,type1,p1,nob/c,0
29247,type1,p1,nob/c,3.99
29248,type1,p1,nob/c,4.5
29249,type1,p3,nob/c,3.875
29250,type1,p4,nob/c,4.625
29251,type1,p4,nob/c,0
29252,type2,p3,b/c,0
29253,type1,p4,nob/c,4.875
29254,type1,p3,nob/c,4.625
29255,type1,p3,nob/c,3.875
29256,type1,p4,nob/c,0
29257,type2,p3,b/c,4.25
29258,type1,p1,nob/c,3.5
29259,type1,p3,nob/c,0
29260,type1,p4,nob/c,3.875
29261,type1,p4,nob/c,4.625
